SlNo,SIGNAL_NAME,SIGNAL_STATUS,SIGNAL_TIME
1560,108RDKR,Up,05/16/2025 16:24:30:078
1561,110RDKR,Down,05/16/2025 16:29:54:703
1562,110NDKR,Up,05/16/2025 16:29:57:671
1563,108RDKR,Down,05/16/2025 16:33:39:640
1564,108NDKR,Up,05/16/2025 16:33:42:703
1565,106NDKR,Down,05/16/2025 16:37:42:265
1566,106RDKR,Up,05/16/2025 16:37:45:453
1567,106RDKR,Down,05/16/2025 16:42:50:234
1568,106NDKR,Up,05/16/2025 16:42:53:390
1569,102NDKR,Down,05/16/2025 16:46:53:796
1570,102RDKR,Up,05/16/2025 16:46:56:828
1571,102RDKR,Down,05/16/2025 16:48:36:453
1572,102NDKR,Up,05/16/2025 16:48:39:500
1573,104NDKR,Down,05/16/2025 16:53:07:406
1574,104RDKR,Up,05/16/2025 16:53:10:359
1575,102NDKR,Down,05/16/2025 16:59:07:328
1576,102RDKR,Up,05/16/2025 16:59:10:343
1577,102RDKR,Down,05/16/2025 17:03:25:296
1578,102NDKR,Up,05/16/2025 17:03:28:328
1579,112NDKR,Down,05/16/2025 17:04:05:390
1580,112RDKR,Up,05/16/2025 17:04:08:578
1581,112RDKR,Down,05/16/2025 17:05:04:062
1582,112NDKR,Up,05/16/2025 17:05:07:078
1583,110NDKR,Down,05/16/2025 17:05:18:531
1584,110RDKR,Up,05/16/2025 17:05:21:484
1585,110RDKR,Down,05/16/2025 17:05:26:031
1586,110NDKR,Up,05/16/2025 17:05:29:000
1587,108NDKR,Down,05/16/2025 17:05:32:937
1588,108RDKR,Up,05/16/2025 17:05:35:828
1589,108RDKR,Down,05/16/2025 17:05:40:484
1590,108NDKR,Up,05/16/2025 17:05:43:546
1591,106NDKR,Down,05/16/2025 17:05:48:640
1592,106RDKR,Up,05/16/2025 17:05:51:781
1593,106RDKR,Down,05/16/2025 17:05:55:843
1594,106NDKR,Up,05/16/2025 17:05:58:984
1595,102NDKR,Down,05/16/2025 17:06:03:375
1596,102RDKR,Up,05/16/2025 17:06:06:375
1597,102RDKR,Down,05/16/2025 17:06:10:593
1598,102NDKR,Up,05/16/2025 17:06:13:625
1599,104RDKR,Down,05/16/2025 17:07:47:843
1600,104NDKR,Up,05/16/2025 17:07:50:859
1601,UD_STBD.BPAC_VPR2,Down,05/16/2025 17:07:51:265
1602,UD_STBD.BPAC_VPR1,Down,05/16/2025 17:07:51:421
1603,104NDKR,Down,05/16/2025 17:07:59:250
1604,104RDKR,Up,05/16/2025 17:08:02:203
1605,104RDKR,Down,05/16/2025 17:08:06:828
1606,104NDKR,Up,05/16/2025 17:08:09:843
1607,111NDKR,Down,05/16/2025 17:22:53:343
1608,111RDKR,Up,05/16/2025 17:22:56:281
1609,109NDKR,Down,05/16/2025 17:33:37:640
1610,109RDKR,Up,05/16/2025 17:33:40:734
1611,107NDKR,Down,05/16/2025 17:33:49:046
1612,107RDKR,Up,05/16/2025 17:33:52:109
1613,105NDKR,Down,05/16/2025 17:34:20:375
1614,105RDKR,Up,05/16/2025 17:34:23:687
1615,C01TPR,Down,05/16/2025 17:41:37:515
1616,H01TPR,Down,05/16/2025 17:41:49:687
1617,16TPR,Down,05/16/2025 17:42:04:156
1618,04_14TPR,Down,05/16/2025 17:42:18:546
1619,101ATPR,Down,05/16/2025 17:42:44:875
1620,103BTPR,Down,05/16/2025 17:43:11:171
1621,111CTPR,Down,05/16/2025 17:43:46:906
1622,C01TPR,Up,05/16/2025 17:43:55:171
1623,H01TPR,Up,05/16/2025 17:44:15:359
1624,UD_STBD.BPAC_VPR2,Up,05/16/2025 17:44:29:359
1625,UD_STBD.BPAC_VPR1,Up,05/16/2025 17:44:29:609
1626,16TPR,Up,05/16/2025 17:44:35:062
1627,111BTPR,Down,05/16/2025 17:44:41:531
1628,111ATPR,Down,05/16/2025 17:44:55:296
1629,01ATPR,Down,05/16/2025 17:45:10:343
1630,01ATPR,Up,05/16/2025 17:45:10:390
1631,01ATPR,Down,05/16/2025 17:45:10:406
1632,01TPR,Down,05/16/2025 17:45:10:406
1633,04_14TPR,Up,05/16/2025 17:45:11:875
1634,101ATPR,Up,05/16/2025 17:45:45:734
1635,01BTPR,Down,05/16/2025 17:46:17:218
1636,103BTPR,Up,05/16/2025 17:46:30:109
1637,01CTPR,Down,05/16/2025 17:47:46:062
1638,111CTPR,Up,05/16/2025 17:47:57:015
1639,111BTPR,Up,05/16/2025 17:48:22:468
1640,111ATPR,Up,05/16/2025 17:48:56:500
1641,111RDKR,Down,05/16/2025 17:49:00:921
1642,111NDKR,Up,05/16/2025 17:49:03:890
1643,104NDKR,Down,05/16/2025 17:55:04:921
1644,104RDKR,Up,05/16/2025 17:55:07:906
1645,UD_STBD.BPAC_VPR1,Down,05/16/2025 17:56:18:812
1646,UD_STBD.BPAC_VPR2,Down,05/16/2025 17:56:18:953
1647,104ATPR,Down,05/16/2025 18:11:40:031
1648,101NDKR,Down,05/16/2025 18:12:11:281
1649,101RDKR,Up,05/16/2025 18:12:14:812
1650,104BTPR,Down,05/16/2025 18:12:29:390
1651,104ATPR,Up,05/16/2025 18:12:44:515
1652,102BTPR,Down,05/16/2025 18:13:08:562
1653,104BTPR,Up,05/16/2025 18:13:27:218
1654,03_13TPR,Down,05/16/2025 18:13:40:578
1655,102BTPR,Up,05/16/2025 18:14:02:375
1656,104RDKR,Down,05/16/2025 18:14:11:953
1657,104NDKR,Up,05/16/2025 18:14:14:984
1658,102BTPR,Down,05/16/2025 18:15:57:031
1659,03_13TPR,Up,05/16/2025 18:16:08:843
1660,104BTPR,Down,05/16/2025 18:16:17:468
1661,102BTPR,Up,05/16/2025 18:16:29:218
1662,OMTPR,Down,05/16/2025 18:17:07:484
1663,OMCTPR,Down,05/16/2025 18:17:07:500
1664,104BTPR,Up,05/16/2025 18:17:17:500
1665,104NDKR,Down,05/16/2025 18:17:30:343
1666,104RDKR,Up,05/16/2025 18:17:33:328
1667,104RDKR,Down,05/16/2025 18:17:37:265
1668,104NDKR,Up,05/16/2025 18:17:40:281
1669,OMBTPR,Down,05/16/2025 18:18:24:109
1670,OMCTPR,Up,05/16/2025 18:18:36:125
1671,OMATPR,Down,05/16/2025 18:19:40:156
1672,OMBTPR,Up,05/16/2025 18:19:50:062
1673,111BTPR,Down,05/16/2025 18:20:51:828
1674,OMATPR,Up,05/16/2025 18:21:02:296
1675,OMTPR,Up,05/16/2025 18:21:02:390
1676,111CTPR,Down,05/16/2025 18:21:26:390
1677,111BTPR,Up,05/16/2025 18:21:37:843
1678,103BTPR,Down,05/16/2025 18:22:41:250
1679,111CTPR,Up,05/16/2025 18:22:52:421
1680,101ATPR,Down,05/16/2025 18:23:27:328
1681,103BTPR,Up,05/16/2025 18:23:37:031
1682,101BTPR,Down,05/16/2025 18:23:48:734
1683,101ATPR,Up,05/16/2025 18:24:11:125
1684,101BTPR,Up,05/16/2025 18:24:43:250
1685,101RDKR,Down,05/16/2025 18:24:50:453
1686,101NDKR,Up,05/16/2025 18:24:53:859
1687,113NDKR,Down,05/16/2025 18:24:55:921
1688,113RDKR,Up,05/16/2025 18:24:58:828
1689,101BTPR,Down,05/16/2025 18:26:23:812
1690,SLAC_U2_VPR,Down,05/16/2025 18:27:11:968
1691,SLAC_VPR,Down,05/16/2025 18:27:11:984
1692,SLAC_U1_VPR,Down,05/16/2025 18:27:12:203
1693,101BTPR,Up,05/16/2025 18:27:34:671
1694,113TPR,Down,05/16/2025 18:29:52:703
1695,111ATPR,Down,05/16/2025 18:30:14:750
1696,SLAC_U1_VPR,Up,05/16/2025 18:30:16:890
1697,SLAC_U2_VPR,Up,05/16/2025 18:30:17:515
1698,SLAC_VPR,Up,05/16/2025 18:30:17:625
1699,113TPR,Up,05/16/2025 18:30:33:781
1700,111ATPR,Up,05/16/2025 18:31:25:156
1701,C01TPR,Down,05/16/2025 18:33:06:968
1702,H01TPR,Down,05/16/2025 18:33:15:125
1703,16TPR,Down,05/16/2025 18:33:24:093
1704,04_14TPR,Down,05/16/2025 18:33:32:359
1705,101ATPR,Down,05/16/2025 18:33:45:703
1706,103BTPR,Down,05/16/2025 18:33:56:859
1707,111CTPR,Down,05/16/2025 18:34:09:937
1708,111CTPR,Up,05/16/2025 18:34:09:953
1709,111CTPR,Down,05/16/2025 18:34:09:968
1710,C01TPR,Up,05/16/2025 18:34:15:843
1711,H01TPR,Up,05/16/2025 18:34:23:234
1712,UD_STBD.BPAC_VPR2,Up,05/16/2025 18:34:28:125
1713,UD_STBD.BPAC_VPR1,Up,05/16/2025 18:34:28:203
1714,111BTPR,Down,05/16/2025 18:34:29:265
1715,16TPR,Up,05/16/2025 18:34:29:984
1716,OMATPR,Down,05/16/2025 18:34:38:375
1717,OMTPR,Down,05/16/2025 18:34:38:375
1718,04_14TPR,Up,05/16/2025 18:34:41:687
1719,101ATPR,Up,05/16/2025 18:34:51:687
1720,OMBTPR,Down,05/16/2025 18:34:57:750
1721,103BTPR,Up,05/16/2025 18:35:03:593
1722,OMCTPR,Down,05/16/2025 18:35:16:875
1723,111CTPR,Up,05/16/2025 18:35:21:453
1724,111BTPR,Up,05/16/2025 18:35:29:937
1725,104BTPR,Down,05/16/2025 18:35:36:000
1726,102BTPR,Down,05/16/2025 18:35:47:921
1727,OMATPR,Up,05/16/2025 18:35:48:031
1728,03_13TPR,Down,05/16/2025 18:35:52:671
1729,15TPR,Down,05/16/2025 18:36:03:812
1730,UD_GDRA.BPAC_VPR1,Down,05/16/2025 18:36:05:906
1731,UD_GDRA.BPAC_VPR2,Down,05/16/2025 18:36:06:015
1732,OMBTPR,Up,05/16/2025 18:36:06:500
1733,UD_GDRA.BPAC_VPR,Down,05/16/2025 18:36:07:140
1734,H02TPR,Down,05/16/2025 18:36:10:531
1735,C02TPR,Down,05/16/2025 18:36:17:171
1736,OMCTPR,Up,05/16/2025 18:36:26:750
1737,OMTPR,Up,05/16/2025 18:36:26:843
1738,104BTPR,Up,05/16/2025 18:36:39:921
1739,102BTPR,Up,05/16/2025 18:36:50:750
1740,03_13TPR,Up,05/16/2025 18:36:58:125
1741,15TPR,Up,05/16/2025 18:37:05:953
1742,H02TPR,Up,05/16/2025 18:37:13:859
1743,C02TPR,Up,05/16/2025 18:37:20:687
1744,UD_STBD.BPAC_VPR2,Down,05/16/2025 18:40:24:046
1745,UD_STBD.BPAC_VPR1,Down,05/16/2025 18:40:24:453
1746,111ATPR,Down,05/16/2025 19:05:02:875
1747,UD_GDRA.BPAC_VPR2,Up,05/16/2025 19:05:15:734
1748,UD_GDRA.BPAC_VPR1,Up,05/16/2025 19:05:16:156
1749,UD_GDRA.BPAC_VPR,Up,05/16/2025 19:05:16:921
1750,113TPR,Down,05/16/2025 19:05:57:375
1751,SLAC_U1_VPR,Down,05/16/2025 19:06:11:921
1752,SLAC_VPR,Down,05/16/2025 19:06:11:937
1753,SLAC_U2_VPR,Down,05/16/2025 19:06:12:265
1754,01BTPR,Up,05/16/2025 19:08:01:859
1755,101BTPR,Down,05/16/2025 19:09:07:484
1756,01ATPR,Up,05/16/2025 19:10:50:671
1757,111ATPR,Up,05/16/2025 19:11:34:234
1758,C01TPR,Down,05/16/2025 19:11:42:203
1759,113TPR,Up,05/16/2025 19:11:50:234
1760,H01TPR,Down,05/16/2025 19:11:51:625
1761,16TPR,Down,05/16/2025 19:12:01:937
1762,04_14TPR,Down,05/16/2025 19:12:11:390
1763,101ATPR,Down,05/16/2025 19:12:26:562
1764,103BTPR,Down,05/16/2025 19:12:39:390
1765,111CTPR,Down,05/16/2025 19:12:54:484
1766,111CTPR,Up,05/16/2025 19:12:54:500
1767,111CTPR,Down,05/16/2025 19:12:54:531
1768,C01TPR,Up,05/16/2025 19:13:01:953
1769,H01TPR,Up,05/16/2025 19:13:10:328
1770,UD_STBD.BPAC_VPR2,Up,05/16/2025 19:13:15:953
1771,UD_STBD.BPAC_VPR1,Up,05/16/2025 19:13:16:109
1772,111BTPR,Down,05/16/2025 19:13:16:562
1773,16TPR,Up,05/16/2025 19:13:18:031
1774,OMATPR,Down,05/16/2025 19:13:26:796
1775,OMTPR,Down,05/16/2025 19:13:26:812
1776,04_14TPR,Up,05/16/2025 19:13:31:156
1777,101ATPR,Up,05/16/2025 19:13:42:296
1778,OMBTPR,Down,05/16/2025 19:13:48:328
1779,103BTPR,Up,05/16/2025 19:13:55:359
1780,SLAC_U2_VPR,Up,05/16/2025 19:14:04:156
1781,SLAC_U1_VPR,Up,05/16/2025 19:14:04:875
1782,SLAC_VPR,Up,05/16/2025 19:14:04:984
1783,OMCTPR,Down,05/16/2025 19:14:08:875
1784,111CTPR,Up,05/16/2025 19:14:14:312
1785,111BTPR,Up,05/16/2025 19:14:23:093
1786,104BTPR,Down,05/16/2025 19:14:28:671
1787,101BTPR,Up,05/16/2025 19:14:35:375
1788,102BTPR,Down,05/16/2025 19:14:40:562
1789,OMATPR,Up,05/16/2025 19:14:41:343
1790,03_13TPR,Down,05/16/2025 19:14:45:046
1791,15TPR,Down,05/16/2025 19:14:55:468
1792,UD_GDRA.BPAC_VPR1,Down,05/16/2025 19:14:57:406
1793,UD_GDRA.BPAC_VPR2,Down,05/16/2025 19:14:57:515
1794,UD_GDRA.BPAC_VPR,Down,05/16/2025 19:14:58:796
1795,OMBTPR,Up,05/16/2025 19:14:58:875
1796,H02TPR,Down,05/16/2025 19:15:01:593
1797,C02TPR,Down,05/16/2025 19:15:07:593
1798,OMCTPR,Up,05/16/2025 19:15:16:734
1799,OMTPR,Up,05/16/2025 19:15:16:828
1800,104BTPR,Up,05/16/2025 19:15:27:875
1801,102BTPR,Up,05/16/2025 19:15:32:312
1802,103NDKR,Down,05/16/2025 19:15:41:656
1803,03_13TPR,Up,05/16/2025 19:15:42:500
1804,103RDKR,Up,05/16/2025 19:15:45:437
1805,15TPR,Up,05/16/2025 19:15:48:578
1806,H02TPR,Up,05/16/2025 19:15:54:500
1807,C02TPR,Up,05/16/2025 19:15:59:515
1808,101NDKR,Down,05/16/2025 19:16:43:687
1809,101RDKR,Up,05/16/2025 19:16:47:250
1810,101BTPR,Down,05/16/2025 19:20:57:968
1811,101BTPR,Up,05/16/2025 19:20:57:984
1812,101BTPR,Down,05/16/2025 19:20:58:000
1813,101ATPR,Down,05/16/2025 19:21:31:296
1814,103BTPR,Down,05/16/2025 19:22:22:968
1815,103ATPR,Down,05/16/2025 19:23:11:046
1816,105BTPR,Down,05/16/2025 19:23:56:812
1817,105ATPR,Down,05/16/2025 19:24:51:812
1818,107BTPR,Down,05/16/2025 19:25:23:578
1819,107ATPR,Down,05/16/2025 19:25:51:437
1820,GL2AC_U2_VPR,Down,05/16/2025 19:26:24:859
1821,GL2AC_VPR,Down,05/16/2025 19:26:24:875
1822,GL2AC_U1_VPR,Down,05/16/2025 19:26:25:218
1823,101BTPR,Up,05/16/2025 19:27:57:343
1824,101ATPR,Up,05/16/2025 19:28:42:921
1825,103BTPR,Up,05/16/2025 19:29:33:250
1826,103ATPR,Up,05/16/2025 19:30:19:828
1827,105BTPR,Up,05/16/2025 19:31:09:718
1828,105ATPR,Up,05/16/2025 19:31:45:687
1829,107BTPR,Up,05/16/2025 19:32:23:484
1830,107ATPR,Up,05/16/2025 19:32:52:265
1831,101RDKR,Down,05/16/2025 19:34:07:093
1832,101NDKR,Up,05/16/2025 19:34:10:515
1833,103RDKR,Down,05/16/2025 19:34:13:109
1834,103NDKR,Up,05/16/2025 19:34:16:671
1835,UD_GDRA.BPAC_VPR2,Up,05/16/2025 19:40:37:875
1836,UD_GDRA.BPAC_VPR1,Up,05/16/2025 19:40:37:953
1837,UD_GDRA.BPAC_VPR,Up,05/16/2025 19:40:38:984
1838,103NDKR,Down,05/16/2025 19:41:15:531
1839,101NDKR,Down,05/16/2025 19:41:15:546
1840,101RDKR,Up,05/16/2025 19:41:19:062
1841,103RDKR,Up,05/16/2025 19:41:19:250
1842,107ATPR,Down,05/16/2025 19:42:20:812
1843,107BTPR,Down,05/16/2025 19:42:45:562
1844,107ATPR,Up,05/16/2025 19:43:06:953
1845,105ATPR,Down,05/16/2025 19:43:11:062
1846,107BTPR,Up,05/16/2025 19:43:24:906
1847,105BTPR,Down,05/16/2025 19:43:31:390
1848,105ATPR,Up,05/16/2025 19:43:45:031
1849,103ATPR,Down,05/16/2025 19:44:06:875
1850,105BTPR,Up,05/16/2025 19:44:21:250
1851,103BTPR,Down,05/16/2025 19:44:39:218
1852,103ATPR,Up,05/16/2025 19:44:53:906
1853,101ATPR,Down,05/16/2025 19:45:12:875
1854,103BTPR,Up,05/16/2025 19:45:27:437
1855,101BTPR,Down,05/16/2025 19:45:41:375
1856,101ATPR,Up,05/16/2025 19:45:54:640
1857,101BTPR,Up,05/16/2025 19:46:36:203
1858,101RDKR,Down,05/16/2025 19:46:41:531
1859,101NDKR,Up,05/16/2025 19:46:44:921
1860,103RDKR,Down,05/16/2025 19:46:54:468
1861,UD_STBD.BPAC_VPR2,Down,05/16/2025 19:46:54:984
1862,UD_STBD.BPAC_VPR1,Down,05/16/2025 19:46:55:156
1863,103NDKR,Up,05/16/2025 19:46:58:015
1864,101BTPR,Down,05/16/2025 19:51:32:750
1865,SLAC_U2_VPR,Down,05/16/2025 19:52:10:484
1866,SLAC_VPR,Down,05/16/2025 19:52:10:500
1867,SLAC_U1_VPR,Down,05/16/2025 19:52:11:250
1868,101BTPR,Up,05/16/2025 19:52:35:812
1869,113TPR,Down,05/16/2025 19:55:01:812
1870,111ATPR,Down,05/16/2025 19:55:18:406
1871,SLAC_U1_VPR,Up,05/16/2025 19:55:20:078
1872,SLAC_U2_VPR,Up,05/16/2025 19:55:21:375
1873,SLAC_VPR,Up,05/16/2025 19:55:21:468
1874,113TPR,Up,05/16/2025 19:55:33:656
1875,01ATPR,Down,05/16/2025 19:56:24:875
1876,01ATPR,Up,05/16/2025 19:56:24:890
1877,01ATPR,Down,05/16/2025 19:56:24:906
1878,111ATPR,Up,05/16/2025 19:56:42:781
1879,01BTPR,Down,05/16/2025 19:58:06:515
1880,01ATPR,Up,05/16/2025 19:58:19:781
1881,01BTPR,Up,05/16/2025 20:00:02:125
1882,01BTPR,Down,05/16/2025 20:13:59:718
1883,C01TPR,Down,05/16/2025 20:14:00:140
1884,H01TPR,Down,05/16/2025 20:14:06:171
1885,16TPR,Down,05/16/2025 20:14:13:234
1886,04_14TPR,Down,05/16/2025 20:14:20:015
1887,01CTPR,Up,05/16/2025 20:14:22:843
1888,101ATPR,Down,05/16/2025 20:14:31:343
1889,103BTPR,Down,05/16/2025 20:14:41:093
1890,111CTPR,Down,05/16/2025 20:14:52:937
1891,111CTPR,Up,05/16/2025 20:14:52:953
1892,111CTPR,Down,05/16/2025 20:14:52:968
1893,C01TPR,Up,05/16/2025 20:14:54:015
1894,H01TPR,Up,05/16/2025 20:15:00:984
1895,UD_STBD.BPAC_VPR2,Up,05/16/2025 20:15:05:609
1896,UD_STBD.BPAC_VPR1,Up,05/16/2025 20:15:05:656
1897,16TPR,Up,05/16/2025 20:15:07:390
1898,111BTPR,Down,05/16/2025 20:15:11:140
1899,04_14TPR,Up,05/16/2025 20:15:18:796
1900,OMATPR,Down,05/16/2025 20:15:20:015
1901,OMTPR,Down,05/16/2025 20:15:20:015
1902,101ATPR,Up,05/16/2025 20:15:28:921
1903,OMBTPR,Down,05/16/2025 20:15:40:140
1904,103BTPR,Up,05/16/2025 20:15:41:578
1905,OMCTPR,Down,05/16/2025 20:16:00:656
1906,111CTPR,Up,05/16/2025 20:16:00:890
1907,111BTPR,Up,05/16/2025 20:16:09:984
1908,104BTPR,Down,05/16/2025 20:16:21:062
1909,OMATPR,Up,05/16/2025 20:16:29:406
1910,102BTPR,Down,05/16/2025 20:16:33:703
1911,03_13TPR,Down,05/16/2025 20:16:38:328
1912,OMBTPR,Up,05/16/2025 20:16:47:765
1913,15TPR,Down,05/16/2025 20:16:49:000
1914,UD_GDRA.BPAC_VPR1,Down,05/16/2025 20:16:50:953
1915,UD_GDRA.BPAC_VPR2,Down,05/16/2025 20:16:51:062
1916,UD_GDRA.BPAC_VPR,Down,05/16/2025 20:16:52:265
1917,H02TPR,Down,05/16/2025 20:16:55:171
1918,C02TPR,Down,05/16/2025 20:17:01:140
1919,OMCTPR,Up,05/16/2025 20:17:05:703
1920,OMTPR,Up,05/16/2025 20:17:05:796
1921,104BTPR,Up,05/16/2025 20:17:16:562
1922,102BTPR,Up,05/16/2025 20:17:20:796
1923,03_13TPR,Up,05/16/2025 20:17:30:468
1924,15TPR,Up,05/16/2025 20:17:36:156
1925,H02TPR,Up,05/16/2025 20:17:41:609
1926,C02TPR,Up,05/16/2025 20:17:46:203
1927,103NDKR,Down,05/16/2025 20:20:57:750
1928,103RDKR,Up,05/16/2025 20:21:01:515
1929,01ATPR,Down,05/16/2025 20:21:26:046
1930,01ATPR,Up,05/16/2025 20:21:26:078
1931,01ATPR,Down,05/16/2025 20:21:26:093
1932,01BTPR,Up,05/16/2025 20:21:41:250
1933,111ATPR,Down,05/16/2025 20:22:56:171
1934,01ATPR,Up,05/16/2025 20:23:17:203
1935,01TPR,Up,05/16/2025 20:23:17:328
1936,113TPR,Down,05/16/2025 20:23:36:625
1937,SLAC_U1_VPR,Down,05/16/2025 20:23:48:234
1938,SLAC_VPR,Down,05/16/2025 20:23:48:234
1939,SLAC_U2_VPR,Down,05/16/2025 20:23:48:500
1940,111ATPR,Up,05/16/2025 20:23:53:328
1941,113TPR,Up,05/16/2025 20:24:08:656
1942,101BTPR,Down,05/16/2025 20:26:38:062
1943,SLAC_U2_VPR,Up,05/16/2025 20:26:56:015
1944,SLAC_U1_VPR,Up,05/16/2025 20:26:56:609
1945,SLAC_VPR,Up,05/16/2025 20:26:56:718
1946,101BTPR,Up,05/16/2025 20:27:40:921
1947,101NDKR,Down,05/16/2025 20:31:08:000
1948,101RDKR,Up,05/16/2025 20:31:11:531
1949,101BTPR,Down,05/16/2025 20:31:59:750
1950,101ATPR,Down,05/16/2025 20:32:29:578
1951,101BTPR,Up,05/16/2025 20:32:53:171
1952,103BTPR,Down,05/16/2025 20:33:05:984
1953,101ATPR,Up,05/16/2025 20:33:27:468
1954,103ATPR,Down,05/16/2025 20:33:43:515
1955,103BTPR,Up,05/16/2025 20:34:04:328
1956,105BTPR,Down,05/16/2025 20:34:18:546
1957,103ATPR,Up,05/16/2025 20:34:38:406
1958,105ATPR,Down,05/16/2025 20:34:55:875
1959,105BTPR,Up,05/16/2025 20:35:16:750
1960,107BTPR,Down,05/16/2025 20:35:18:968
1961,107ATPR,Down,05/16/2025 20:35:41:359
1962,105ATPR,Up,05/16/2025 20:35:41:750
1963,107BTPR,Up,05/16/2025 20:36:26:250
1964,107ATPR,Up,05/16/2025 20:37:36:593
1965,103RDKR,Down,05/16/2025 20:38:50:671
1966,103NDKR,Up,05/16/2025 20:38:54:234
1967,101RDKR,Down,05/16/2025 20:38:55:484
1968,101NDKR,Up,05/16/2025 20:38:58:875
1969,UD_GDRA.BPAC_VPR2,Up,05/16/2025 20:41:24:984
1970,UD_GDRA.BPAC_VPR1,Up,05/16/2025 20:41:25:515
1971,UD_GDRA.BPAC_VPR,Up,05/16/2025 20:41:26:281
1972,103NDKR,Down,05/16/2025 20:44:17:953
1973,103RDKR,Up,05/16/2025 20:44:21:671
1974,107ATPR,Down,05/16/2025 21:01:42:437
1975,107BTPR,Down,05/16/2025 21:05:32:125
1976,107ATPR,Up,05/16/2025 21:05:46:578
1977,105ATPR,Down,05/16/2025 21:05:50:093
1978,107BTPR,Up,05/16/2025 21:06:03:015
1979,105BTPR,Down,05/16/2025 21:06:09:312
1980,105ATPR,Up,05/16/2025 21:06:23:031
1981,103ATPR,Down,05/16/2025 21:06:46:500
1982,105BTPR,Up,05/16/2025 21:07:01:984
1983,103BTPR,Down,05/16/2025 21:07:18:796
1984,103ATPR,Up,05/16/2025 21:07:32:046
1985,101ATPR,Down,05/16/2025 21:07:49:171
1986,103BTPR,Up,05/16/2025 21:08:02:578
1987,04_14TPR,Down,05/16/2025 21:08:56:421
1988,101ATPR,Up,05/16/2025 21:09:23:937
1989,109RDKR,Down,05/16/2025 21:09:32:593
1990,109NDKR,Up,05/16/2025 21:09:35:703
1991,101ATPR,Down,05/16/2025 21:11:34:609
1992,04_14TPR,Up,05/16/2025 21:11:55:984
1993,103BTPR,Down,05/16/2025 21:12:49:046
1994,101ATPR,Up,05/16/2025 21:13:09:125
1995,103ATPR,Down,05/16/2025 21:13:28:859
1996,103BTPR,Up,05/16/2025 21:13:45:468
1997,105BTPR,Down,05/16/2025 21:14:06:890
1998,103ATPR,Up,05/16/2025 21:14:23:359
1999,105ATPR,Down,05/16/2025 21:14:55:312
2000,105BTPR,Up,05/16/2025 21:15:13:546
2001,107BTPR,Down,05/16/2025 21:15:22:828
2002,105ATPR,Up,05/16/2025 21:15:47:828
2003,107ATPR,Down,05/16/2025 21:15:54:109
2004,107BTPR,Up,05/16/2025 21:16:12:984
2005,107ATPR,Up,05/16/2025 21:17:01:671
2006,103RDKR,Down,05/16/2025 21:17:10:828
2007,103NDKR,Up,05/16/2025 21:17:14:375
2008,UD_GDRA.BPAC_VPR1,Down,05/16/2025 21:47:38:531
2009,UD_GDRA.BPAC_VPR2,Down,05/16/2025 21:47:38:640
2010,UD_GDRA.BPAC_VPR,Down,05/16/2025 21:47:39:843
2011,UD_STBD.BPAC_VPR1,Down,05/16/2025 21:48:46:843
2012,UD_STBD.BPAC_VPR2,Down,05/16/2025 21:48:47:265
2013,C02TPR,Down,05/16/2025 22:12:20:093
2014,H02TPR,Down,05/16/2025 22:12:30:687
2015,15TPR,Down,05/16/2025 22:12:42:640
2016,03_13TPR,Down,05/16/2025 22:12:54:187
2017,102BTPR,Down,05/16/2025 22:13:12:843
2018,104BTPR,Down,05/16/2025 22:13:20:171
2019,OMTPR,Down,05/16/2025 22:13:39:328
2020,OMCTPR,Down,05/16/2025 22:13:39:343
2021,C02TPR,Up,05/16/2025 22:13:55:562
2022,H02TPR,Up,05/16/2025 22:14:12:296
2023,OMBTPR,Down,05/16/2025 22:14:22:531
2024,UD_GDRA.BPAC_VPR2,Up,05/16/2025 22:14:25:484
2025,UD_GDRA.BPAC_VPR1,Up,05/16/2025 22:14:25:718
2026,UD_GDRA.BPAC_VPR,Up,05/16/2025 22:14:26:671
2027,15TPR,Up,05/16/2025 22:14:30:578
2028,03_13TPR,Up,05/16/2025 22:15:05:703
2029,OMATPR,Down,05/16/2025 22:15:21:453
2030,102BTPR,Up,05/16/2025 22:15:21:781
2031,105RDKR,Down,05/16/2025 22:16:01:593
2032,103NDKR,Down,05/16/2025 22:16:03:406
2033,105NDKR,Up,05/16/2025 22:16:05:031
2034,103RDKR,Up,05/16/2025 22:16:07:078
2035,104BTPR,Up,05/16/2025 22:16:34:093
2036,104NDKR,Down,05/16/2025 22:16:50:921
2037,104RDKR,Up,05/16/2025 22:16:53:890
2038,111NDKR,Down,05/16/2025 22:18:51:312
2039,103RDKR,Down,05/16/2025 22:18:51:625
2040,113RDKR,Down,05/16/2025 22:18:51:625
2041,111RDKR,Up,05/16/2025 22:18:54:203
2042,113NDKR,Up,05/16/2025 22:18:54:562
2043,103NDKR,Up,05/16/2025 22:18:55:156
2044,C01TPR,Down,05/16/2025 22:23:58:468
2045,H01TPR,Down,05/16/2025 22:24:09:359
2046,16TPR,Down,05/16/2025 22:24:21:640
2047,04_14TPR,Down,05/16/2025 22:24:33:484
2048,101ATPR,Down,05/16/2025 22:24:53:546
2049,103BTPR,Down,05/16/2025 22:25:11:406
2050,111CTPR,Down,05/16/2025 22:25:33:625
2051,C01TPR,Up,05/16/2025 22:25:43:593
2052,H01TPR,Up,05/16/2025 22:25:56:843
