SlNo,SIGNAL_NAME,SIGNAL_STATUS,SIGNAL_TIME
8480,103RDKR,Down,05/22/2025 02:39:40:703
8481,103NDKR,Up,05/22/2025 02:39:44:203
8482,105RDKR,Down,05/22/2025 02:39:45:828
8483,105NDKR,Up,05/22/2025 02:39:49:250
8484,UD_GDRA.BPAC_VPR1,Up,05/22/2025 02:53:29:843
8485,UD_GDRA.BPAC_VPR2,Up,05/22/2025 02:53:29:921
8486,UD_GDRA.BPAC_VPR,Up,05/22/2025 02:53:30:921
8487,UD_GDRA.BPAC_VPR1,Down,05/22/2025 03:02:52:359
8488,UD_GDRA.BPAC_VPR2,Down,05/22/2025 03:02:52:750
8489,UD_GDRA.BPAC_VPR,Down,05/22/2025 03:02:53:859
8490,C02TPR,Down,05/22/2025 03:34:52:937
8491,H02TPR,Down,05/22/2025 03:35:02:671
8492,15TPR,Down,05/22/2025 03:35:13:312
8493,03_13TPR,Down,05/22/2025 03:35:23:421
8494,102BTPR,Down,05/22/2025 03:35:39:484
8495,104BTPR,Down,05/22/2025 03:35:45:578
8496,OMTPR,Down,05/22/2025 03:36:01:375
8497,OMCTPR,Down,05/22/2025 03:36:01:375
8498,C02TPR,Up,05/22/2025 03:36:12:203
8499,H02TPR,Up,05/22/2025 03:36:20:125
8500,OMBTPR,Down,05/22/2025 03:36:25:250
8501,UD_GDRA.BPAC_VPR2,Up,05/22/2025 03:36:25:953
8502,UD_GDRA.BPAC_VPR1,Up,05/22/2025 03:36:26:125
8503,UD_GDRA.BPAC_VPR,Up,05/22/2025 03:36:27:015
8504,15TPR,Up,05/22/2025 03:36:28:078
8505,03_13TPR,Up,05/22/2025 03:36:41:593
8506,102BTPR,Up,05/22/2025 03:36:47:078
8507,OMATPR,Down,05/22/2025 03:36:47:796
8508,104BTPR,Up,05/22/2025 03:37:01:421
8509,111BTPR,Down,05/22/2025 03:37:09:765
8510,111CTPR,Down,05/22/2025 03:37:19:765
8511,111CTPR,Up,05/22/2025 03:37:19:781
8512,111CTPR,Down,05/22/2025 03:37:19:796
8513,OMCTPR,Up,05/22/2025 03:37:24:171
8514,103BTPR,Down,05/22/2025 03:37:40:312
8515,OMBTPR,Up,05/22/2025 03:37:45:765
8516,101ATPR,Down,05/22/2025 03:37:53:562
8517,04_14TPR,Down,05/22/2025 03:38:04:640
8518,OMATPR,Up,05/22/2025 03:38:07:078
8519,OMTPR,Up,05/22/2025 03:38:07:171
8520,111BTPR,Up,05/22/2025 03:38:17:046
8521,16TPR,Down,05/22/2025 03:38:17:312
8522,UD_STBD.BPAC_VPR1,Down,05/22/2025 03:38:19:593
8523,UD_STBD.BPAC_VPR2,Down,05/22/2025 03:38:19:656
8524,H01TPR,Down,05/22/2025 03:38:24:843
8525,C01TPR,Down,05/22/2025 03:38:32:609
8526,111CTPR,Up,05/22/2025 03:38:37:718
8527,103BTPR,Up,05/22/2025 03:38:51:312
8528,101ATPR,Up,05/22/2025 03:39:02:781
8529,04_14TPR,Up,05/22/2025 03:39:16:015
8530,16TPR,Up,05/22/2025 03:39:23:859
8531,H01TPR,Up,05/22/2025 03:39:32:765
8532,C01TPR,Up,05/22/2025 03:39:40:000
8533,UD_STBD.BPAC_VPR2,Up,05/22/2025 04:21:44:281
8534,UD_STBD.BPAC_VPR1,Up,05/22/2025 04:21:44:531
8535,105NDKR,Down,05/22/2025 04:27:57:406
8536,103NDKR,Down,05/22/2025 04:27:57:406
8537,105RDKR,Up,05/22/2025 04:28:00:718
8538,103RDKR,Up,05/22/2025 04:28:01:093
8539,107ATPR,Down,05/22/2025 04:32:52:515
8540,107BTPR,Down,05/22/2025 04:33:20:796
8541,105ATPR,Down,05/22/2025 04:33:42:156
8542,105BTPR,Down,05/22/2025 04:34:00:625
8543,103ATPR,Down,05/22/2025 04:36:28:718
8544,103BTPR,Down,05/22/2025 04:37:08:984
8545,101ATPR,Down,05/22/2025 04:37:36:890
8546,04_14TPR,Down,05/22/2025 04:38:14:453
8547,GL2AC_U2_VPR,Up,05/22/2025 04:38:40:640
8548,GL2AC_U1_VPR,Up,05/22/2025 04:38:41:531
8549,GL2AC_VPR,Up,05/22/2025 04:38:41:625
8550,16TPR,Down,05/22/2025 04:38:52:562
8551,107ATPR,Up,05/22/2025 04:38:54:375
8552,UD_STBD.BPAC_VPR1,Down,05/22/2025 04:38:58:593
8553,UD_STBD.BPAC_VPR2,Down,05/22/2025 04:38:58:859
8554,107BTPR,Up,05/22/2025 04:39:05:062
8555,H01TPR,Down,05/22/2025 04:39:13:718
8556,105ATPR,Up,05/22/2025 04:39:17:578
8557,C01TPR,Down,05/22/2025 04:39:35:015
8558,105BTPR,Up,05/22/2025 04:39:38:875
8559,103ATPR,Up,05/22/2025 04:39:57:609
8560,103BTPR,Up,05/22/2025 04:40:17:765
8561,101ATPR,Up,05/22/2025 04:40:53:312
8562,04_14TPR,Up,05/22/2025 04:41:36:375
8563,16TPR,Up,05/22/2025 04:42:02:234
8564,H01TPR,Up,05/22/2025 04:42:30:750
8565,C01TPR,Up,05/22/2025 04:42:54:328
8566,103RDKR,Down,05/22/2025 04:56:24:953
8567,103NDKR,Up,05/22/2025 04:56:28:453
8568,105RDKR,Down,05/22/2025 04:56:32:500
8569,105NDKR,Up,05/22/2025 04:56:35:937
8570,109RDKR,Down,05/22/2025 04:56:37:296
8571,109NDKR,Up,05/22/2025 04:56:40:484
8572,107RDKR,Down,05/22/2025 04:56:42:703
8573,107NDKR,Up,05/22/2025 04:56:45:765
8574,UD_STBD.BPAC_VPR1,Up,05/22/2025 05:28:10:656
8575,UD_STBD.BPAC_VPR2,Up,05/22/2025 05:28:10:890
8576,UD_GDRA.BPAC_VPR1,Down,05/22/2025 06:05:23:765
8577,UD_GDRA.BPAC_VPR2,Down,05/22/2025 06:05:24:265
8578,UD_GDRA.BPAC_VPR,Down,05/22/2025 06:05:25:406
8579,C02TPR,Down,05/22/2025 06:29:25:734
8580,H02TPR,Down,05/22/2025 06:29:30:890
8581,15TPR,Down,05/22/2025 06:29:36:375
8582,03_13TPR,Down,05/22/2025 06:29:41:703
8583,102BTPR,Down,05/22/2025 06:29:50:234
8584,104BTPR,Down,05/22/2025 06:29:53:359
8585,OMTPR,Down,05/22/2025 06:30:01:890
8586,OMCTPR,Down,05/22/2025 06:30:01:906
8587,C02TPR,Up,05/22/2025 06:30:08:421
8588,H02TPR,Up,05/22/2025 06:30:13:046
8589,OMBTPR,Down,05/22/2025 06:30:15:468
8590,UD_GDRA.BPAC_VPR2,Up,05/22/2025 06:30:16:578
8591,UD_GDRA.BPAC_VPR1,Up,05/22/2025 06:30:16:609
8592,UD_GDRA.BPAC_VPR,Up,05/22/2025 06:30:17:750
8593,15TPR,Up,05/22/2025 06:30:17:765
8594,03_13TPR,Up,05/22/2025 06:30:26:093
8595,OMATPR,Down,05/22/2025 06:30:29:875
8596,102BTPR,Up,05/22/2025 06:30:29:953
8597,104BTPR,Up,05/22/2025 06:30:41:000
8598,111BTPR,Down,05/22/2025 06:30:46:968
8599,111CTPR,Down,05/22/2025 06:30:55:093
8600,OMCTPR,Up,05/22/2025 06:30:59:328
8601,103BTPR,Down,05/22/2025 06:31:10:781
8602,OMBTPR,Up,05/22/2025 06:31:15:562
